+8.0000000000000002e-03 +1.2798412698008782e-01
+1.6000000000000000e-02 +2.5394993083724943e-01
+2.4000000000000000e-02 +3.7882858399353470e-01
+3.2000000000000001e-02 +5.0243727834387253e-01
+4.0000000000000001e-02 +6.2444469881204667e-01
+4.8000000000000001e-02 +7.4434730525391757e-01
+5.6000000000000001e-02 +8.6146223876641337e-01
+6.4000000000000001e-02 +9.7494321956946395e-01
+7.2000000000000008e-02 +1.0838240221971607e+00
+8.0000000000000016e-02 +1.1870893454429585e+00
+8.8000000000000023e-02 +1.2837657641154263e+00
+9.6000000000000030e-02 +1.3730182917232321e+00
+1.0400000000000004e-01 +1.4542342308011127e+00
+1.1200000000000004e-01 +1.5270778965850000e+00
+1.2000000000000005e-01 +1.5915072337279290e+00
+1.2800000000000006e-01 +1.6477532374623276e+00
+1.3600000000000007e-01 +1.6962713893575641e+00
+1.4400000000000007e-01 +1.7376783393016042e+00
+1.5200000000000008e-01 +1.7726865660909663e+00
+1.6000000000000009e-01 +1.8020463140062639e+00
+1.6800000000000009e-01 +1.8264997859632874e+00
+1.7600000000000010e-01 +1.8467488731059809e+00
+1.8400000000000011e-01 +1.8634352556014466e+00
+1.9200000000000012e-01 +1.8771305037155399e+00
+2.0000000000000012e-01 +1.8883335133436914e+00
+2.0800000000000013e-01 +1.8974728472216675e+00
+2.1600000000000014e-01 +1.9049120221068787e+00
+2.2400000000000014e-01 +1.9109562929778705e+00
+2.3200000000000015e-01 +1.9158599395862526e+00
+2.4000000000000016e-01 +1.9198334218614148e+00
+2.4800000000000016e-01 +1.9230500364597956e+00
+2.5600000000000017e-01 +1.9256518905855913e+00
+2.6400000000000018e-01 +1.9277551292071267e+00
+2.7200000000000019e-01 +1.9294544252777681e+00
+2.8000000000000019e-01 +1.9308267838903912e+00
+2.8800000000000020e-01 +1.9319347313853821e+00
+2.9600000000000021e-01 +1.9328289671682000e+00
+3.0400000000000021e-01 +1.9335505547995708e+00
+3.1200000000000022e-01 +1.9341327233979013e+00
+3.2000000000000023e-01 +1.9346023428374202e+00
+3.2800000000000024e-01 +1.9349811280431408e+00
+3.3600000000000024e-01 +1.9352866196888872e+00
+3.4400000000000025e-01 +1.9355329812294659e+00
+3.5200000000000026e-01 +1.9357316456369535e+00
+3.6000000000000026e-01 +1.9358918395157447e+00
+3.6800000000000027e-01 +1.9360210074126341e+00
+3.7600000000000028e-01 +1.9361251550463843e+00
+3.8400000000000029e-01 +1.9362091267677946e+00
+3.9200000000000029e-01 +1.9362768297344621e+00
+4.0000000000000002e-01 +1.9363314149565052e+00

